Iteration,Total Error,Test Error,Retroactive Error
107,0.03230656607788298,0.03319732450672582,0.0001534390047641665
108,0.1221596520257822,0.12556729906662742,3.1376530465365704e-05
109,0.030906419605961827,0.031778540595364835,0.00012223536981004202
110,0.030903611453281445,0.03177565320138674,2.0086320180467965e-05
111,0.030256065760884528,0.031119622440891906,4.296188918218036e-05
112,0.02963062293986883,0.03048592267295183,3.4138010288842224e-05
113,0.02920561416749395,0.03005811141608466,7.518993403898833e-06
114,0.028746477117555645,0.02959489791502941,3.486408604480573e-06
115,0.028304886013337114,0.029149464694827383,3.826465301770554e-05
116,0.027883913012976342,0.028724993298793373,9.909570307797821e-05
117,0.027896997712862734,0.028747548409543033,0.00017125197499012756
118,0.026868426206237646,0.027696365705471227,7.777028483957338e-05
119,0.02716613368732543,0.028012101752723898,0.00010449111742616424
120,0.027763985454888382,0.028637629246963267,1.8395592420006324e-05
121,0.029155994431994608,0.030082962054041363,0.35570565842873236
122,0.021575746700932683,0.022268762990290108,0.30224589868052476
123,0.024338182553117548,0.025127893451282444,2.06209686979264e-05
124,0.024749498733355815,0.025560661440677937,2.943987964965089e-06
125,0.023373903269238282,0.024147642755162273,4.7248096624485925e-05
126,0.023327005640843636,0.024106846886920597,3.580852034801296e-05
127,0.02230055042562978,0.023053400408185706,1.6229981362414492e-05
128,0.021220842531580898,0.021944218351029846,1.466539133687661e-05
129,0.020192556366426397,0.02088752421718688,3.409970592471723e-05
130,0.019190106457482824,0.01985689332268275,7.447816291783482e-05
131,0.018947433030993405,0.019612034563721608,5.9782655664086803e-05
132,0.018510348375396207,0.01916572702738436,3.332800448418993e-05
133,0.01754046092835487,0.018167293194728873,4.0868118258430286e-05
134,0.017594912460979006,0.0182295083183705,3.998190449294725e-05
135,0.018559270690386216,0.01923479083952377,3.7306591295305225e-05
136,0.018559270690386216,0.01923479083952377,0.00974616677522988
137,0.01201194565944577,0.012453124956255189,2.1274343328769874e-05
138,0.010964038294784604,0.011370362674031055,1.8572212582945724e-05
139,0.009777352136189936,0.010142939935319136,9.684260562892177e-05
140,0.011636236279809505,0.012075201948524841,4.593252208451304e-05
141,0.013501094903015888,0.014014904740294154,3.613111393008239e-05
142,0.01272137316032483,0.013209742361732528,2.40445261505684e-05
143,0.012005010469390736,0.012469877083725768,1.5460893089347394e-05
144,0.010881731242412615,0.0113067278295578,4.657420473463958e-05
145,0.011093915697554567,0.01153090363314489,5.855153204148422e-05
146,0.010650704452296503,0.011073792049888884,5.041359571134052e-05
147,0.0101141705137409,0.010519326173817832,4.426545180091779e-05
148,0.009531916958230507,0.009916937863224486,3.945658489978854e-05
149,0.008910422332792078,0.009273323011065029,3.559467039249142e-05
150,0.008268557691061237,0.008608087546143077,3.491766283048037e-05
151,0.0077066604724666775,0.008025702220431996,3.2677387093116295e-05
152,0.007128665647040748,0.007426172135918376,1.1645920886316219e-05
153,0.9130065718839475,0.9514200122632582,1.7611156977181963e-10
154,0.9080349024589893,0.9465449479504074,6.852030054460556e-11
155,0.005063542851256166,0.0052799632037474325,2.8960411047052048e-05
156,0.8974284028970361,0.936093921838307,8.139000584606038e-11
157,0.003689613487289295,0.0038497811257096784,3.402738608304645e-05
158,0.003414222318741572,0.003563582097148147,3.11999325850465e-05
159,0.002896396621073936,0.0030240675649323904,1.8356706931399458e-05
160,0.002171345180277278,0.002267758606251358,2.885496798921139e-05
161,0.0021818185290660994,0.0022786977360412844,3.204588055627511e-05
162,0.002171345180277278,0.002267758606251358,2.885496798921139e-05
163,0.002171345180277278,0.002267758606251358,3.204448569338325e-05
164,0.002171345180277278,0.002267758606251358,3.204448569338325e-05
165,0.0019033579651854986,0.001988496890545395,2.9660992631797e-05
166,0.0015810859720248244,0.0016523130572389433,2.762178315851571e-05
167,0.0015844554173700095,0.001655834746171879,2.762132835787412e-05
168,0.0015853924609318224,0.0016568141270489481,2.7621462124649554e-05
169,0.0015844554173700095,0.001655834746171879,2.762132835787412e-05
170,0.0012411024643336293,0.001297383242592089,2.5862931527065314e-05
171,0.000850193515937936,0.0008889320102322189,2.431906295985442e-05
172,0.0004873408503477678,0.0005094811689557493,2.2973899526768093e-05
173,8.682383327829641e-05,8.890595176791013e-05,2.1755060108041846e-05
174,0.0003603671981357312,0.0003767731019416585,2.06860056879421e-05
175,0.0003603671981357312,0.0003767731019416585,2.865423740061601e-05
176,0.0003603671981357312,0.0003767731019416585,3.180182085227301e-05
177,0.0003603671981357312,0.0003767731019416585,2.06860056879421e-05
178,0.0003603671981357312,0.0003767731019416585,2.865423740061601e-05
179,0.00032845624423584067,0.00034332323543457817,2.0701309044746097e-05
180,0.0003603671981357312,0.0003767731019416585,2.06860056879421e-05
181,0.0006965071200769696,0.0007291133757140083,1.2746274065555951e-05
182,0.0011161142750523432,0.001168980774608725,7.227662849551564e-06
183,0.001733673855298539,0.0018165218667352886,6.473776644533302e-06
184,0.0023621464116270977,0.0024758970414303218,5.8655761536741124e-06
185,0.0029989154210639836,0.003144391996566616,5.346069767320216e-06
186,0.0029972435259881572,0.003142638937506996,5.344089612613345e-06
187,0.0029646324861309103,0.0031084447713527175,1.9977468142862165e-05
188,0.003361148746981383,0.0035253628434968208,5.269626940140881e-06
189,0.003361148746981383,0.0035253628434968208,1.9068209714312445e-05
190,0.003361148746981383,0.0035253628434968208,5.269626940140881e-06
191,0.003361148746981383,0.0035253628434968208,1.9068209714312445e-05
192,0.003361148746981383,0.0035253628434968208,5.269626940140881e-06
193,0.003361148746981383,0.0035253628434968208,1.9068209714312445e-05
194,0.00334063913148652,0.0035038506378880546,5.261006248424849e-06
195,0.003361148746981383,0.0035253628434968208,1.9068209714312445e-05
196,0.003361148746981383,0.0035253628434968208,5.269626940140881e-06
197,0.003361148746981383,0.0035253628434968208,1.9068209714312445e-05
198,0.003361148746981383,0.0035253628434968208,5.269626940140881e-06
199,0.003361148746981383,0.0035253628434968208,1.9068209714312445e-05
200,0.003361148746981383,0.0035253628434968208,5.269626940140881e-06
201,0.003361148746981383,0.0035253628434968208,5.269626940140881e-06
202,0.003361148746981383,0.0035253628434968208,5.269626940140881e-06
203,0.003356536140530131,0.0035205247812064417,1.9083684777321253e-05
204,0.003361148746981383,0.0035253628434968208,2.8574149524729364e-05
205,0.0035314314650901012,0.0037051828745335554,1.9347775215727836e-05
206,0.0035515673573777674,0.0037263099575669595,2.7104088239582325e-05
207,0.0035413836334500233,0.0037156249217882003,1.9330044829679593e-05
208,0.0035397866196813575,0.003713949319460873,2.709017225654975e-05
209,0.003546113720374886,0.003720587885528954,2.923088118578221e-05
210,0.0033931264352949028,0.0035612360710079822,2.7026386788975287e-05
211,0.0033941467442102856,0.003563475059634223,2.7292144903157123e-05
212,0.0033941467442102856,0.003563475059634223,1.7050601591961367e-05
213,0.0027108305982827836,0.0028469818166285492,3.2850140580187315e-05
214,0.0027108305982827836,0.0028469818166285492,4.971562050037903e-06
215,0.003256028923898943,0.0034207071804828212,5.4726697825913106e-05
216,0.002303494514181536,0.0024207568992331255,7.941396737010109e-05
217,0.0003032512595350189,0.0003182746906809857,6.671574054450957e-05
218,0.0016151859109140444,0.0016984759818942387,4.2009137217746684e-05
219,0.0020495930833780507,0.002156041172253705,3.3105123821819404e-05
220,0.001862012965679,0.001959349159847949,3.085449211592817e-05
221,0.0014021676144240647,0.0014759027979882988,2.889547680151594e-05
222,0.0014194502251918151,0.001494590150513006,2.716468475494338e-05
223,0.001538930003004603,0.0016209479416130104,2.5624609178542812e-05
224,0.0010056886934248924,0.0010595474880480034,2.4262382804174365e-05
225,0.0007596708319432294,0.0008005303919118046,3.8857856283769365e-06
226,0.00028619576578480893,0.000301219471005497,2.2654324490112288e-05
227,8.833846633754358e-05,9.138668529796164e-05,2.168642018407496e-05
228,0.7820433616878943,0.8251372948895056,4.015365817622296e-11
229,0.0006227635401026337,0.0006570474723735084,3.1934767159569333e-06
230,0.0010316592007855042,0.0010890787373890305,2.973351009849523e-06
231,0.0014590378961528375,0.0015408622378711315,2.7806512479244816e-06
232,0.0014011765116893748,0.0014797474861854795,2.772158841146677e-06
233,0.0016644006014931987,0.0017577697828048916,2.7938173703390135e-06
234,0.0018997651134679233,0.0020070289485158693,2.607560142031673e-06
235,0.0018128224023131368,0.0019151697006294878,2.608719122498826e-06
236,0.0018128224023131368,0.0019151697006294878,2.098594908250817e-05
237,0.0020398932952104746,0.0021557965518787924,2.5557433938061536e-06
238,0.0020421842814443924,0.0021582178784895507,2.0171209635044818e-05
239,0.002204059680661717,0.002330076666031595,2.5078417573709544e-06
240,0.7582308907264358,0.8016068365215995,3.0184743593508756e-11
241,0.7582308907264358,0.8016068365215995,3.0184743593508756e-11
242,0.002198429281170394,0.002324123996572906,1.942145367994641e-05
243,0.7582308907264358,0.8016068365215995,3.0184743593508756e-11
244,0.7543490301005098,0.7977681667395352,9.692424640661557e-11
245,0.7543490301005098,0.7977681667395352,2.844391389089651e-11
246,0.002604799273504459,0.0027546681740248263,1.946233559824151e-05
247,0.7543490301005098,0.7977681667395352,9.692424640661557e-11
248,0.7543490301005098,0.7977681667395352,2.844391389089651e-11
249,0.002595175323628498,0.002744490072995075,2.3705150485220372e-05
250,0.0025903088439971815,0.002739343375823396,2.3705187255806948e-05
251,0.7543490301005098,0.7977681667395352,3.104982937429668e-11
252,0.002595478957304883,0.00274481119018061,2.3702512559786726e-05
253,0.002560214832275618,0.002707516523877399,2.370392105444097e-05
254,0.002595173713317339,0.0027444883698551424,2.3704188044426644e-05
255,0.0027174272038683043,0.0028747378920807275,2.311446015035301e-06
256,0.0031214729274744654,0.0033032893585816644,1.2025690561578983e-05
257,0.09041011059053965,0.09570953901586142,1.2225586309533298e-05
258,0.003495456623308426,0.003701534657967171,2.1713606104256655e-06
259,0.0038405279647382266,0.004068315627014449,7.467366578417511e-06
260,0.7321052424012532,0.7757941015278883,2.489830563945361e-11
261,0.004386839884578985,0.004648592583977449,6.26781828838574e-06
262,0.004011444544644697,0.0042507921761785585,6.2892181871276875e-06
263,0.0041066183493469605,0.004351646385170268,6.285048633536405e-06
264,0.7321052424012532,0.7757941015278883,2.489830563945361e-11
265,0.7321052424012532,0.7757941015278883,4.6273829212850615e-10
266,0.7321052424012532,0.7757941015278883,2.489830563945361e-11
267,0.0041028857888035525,0.004347691048724916,6.284985171411961e-06
268,0.0041247304035217395,0.00437083944242712,2.0424682363184843e-06
269,0.004103565874996066,0.004348411725924294,1.505486140374046e-05
270,0.004345720374120273,0.004606557972727853,1.3466943574513834e-05
271,0.7248645091650314,0.7686348945715278,2.4642510254579975e-11
272,0.004865389240218978,0.005160877310698821,1.994852770170752e-05
273,0.005011581511959653,0.005317730079948677,0.000318839206350674
274,0.00780682659081963,0.00828653621181076,3.9064540729327746e-05
275,0.12973191396434874,0.137750079937395,3.994360622527893e-05
276,0.7295208082595931,0.7746093214371856,9.588774219082552e-12
277,0.008819930358725003,0.009365035962056638,1.1967358242159776e-06
278,0.7295208082595931,0.7746093214371856,1.3023937484035741e-10
279,0.008803454691589212,0.009347541971993313,2.3885095781217558e-05
280,0.008826282675209643,0.009374925308065211,2.2267415062948714e-05
281,0.008871305331181958,0.009425910339031559,2.284399287155736e-05
282,0.00894663953661143,0.00950914822466215,0.00012395712156987315
283,0.011249715484464233,0.011961054487767684,0.00010709501320249615
284,0.0136685417851337,0.014537721470762861,1.149356809904134e-05
285,0.01334692615630695,0.014200432796187129,7.396997796504934e-07
286,0.013126491329086535,0.013970606040554764,2.3843660621913898e-05
287,0.7080552705999994,0.7538421923227798,3.654676561382075e-11
288,0.7081114231665014,0.7541562860376766,5.4853899200679734e-12
289,0.014768210771719846,0.015733812263956946,3.8061405902567458e-06
290,0.7102856152547131,0.7569828117825703,3.136335635645082e-11
291,0.01615257108983367,0.0172203203870231,1.809186824530684e-05
292,0.7097206052136154,0.7568922421477674,2.19779749954796e-11
293,0.7065925427901425,0.7538113265511138,9.067591122402519e-11
294,0.01657109775329811,0.017684458526872976,4.6609341186609754e-07
295,0.01657109775329811,0.017684458526872976,1.7076072335697745e-05
296,0.01657109775329811,0.017684458526872976,1.7076072335697745e-05
297,0.0170287370262711,0.01817900488817214,1.622491608799237e-05
298,0.01748299695375884,0.018670279880943386,1.9425939511208412e-05
299,0.01759582244560388,0.018797144879229177,1.8594418792261536e-05
300,0.01780651777908441,0.01902868551402397,3.024608382418137e-06
301,0.01852767317797935,0.0198060674523894,5.31000313017671e-05
302,0.01893085092683519,0.020243946569270227,2.9852318021994506e-06
303,0.019586634251638972,0.02095234515544277,4.7478173549109215e-05
304,0.019586634251638972,0.02095234515544277,2.7511745699371204e-06
305,0.019586634251638972,0.02095234515544277,4.7478173549109215e-05
306,0.019586634251638972,0.02095234515544277,2.7511745699371204e-06
307,0.019586634251638972,0.02095234515544277,4.7478173549109215e-05
308,0.019586634251638972,0.02095234515544277,2.7511745699371204e-06
309,0.019586634251638972,0.02095234515544277,4.7478173549109215e-05
310,0.019586634251638972,0.02095234515544277,2.7511745699371204e-06
311,0.019586634251638972,0.02095234515544277,4.7478173549109215e-05
312,0.019586634251638972,0.02095234515544277,2.7511745699371204e-06
313,0.019586634251638972,0.02095234515544277,4.7478173549109215e-05
314,0.019586634251638972,0.02095234515544277,2.7511745699371204e-06
315,0.019586634251638972,0.02095234515544277,4.7478173549109215e-05
316,0.019586634251638972,0.02095234515544277,2.4460593948560927e-05
317,0.020213729942912227,0.021630530115008057,2.8447701154732385e-06
318,0.020213729942912227,0.021630530115008057,0.00020387174281921716
319,0.028055299636027455,0.030031958066499023,1.0169950009242257e-05
320,0.028055299636027455,0.030031958066499023,5.75790700523271e-05
321,0.028055299636027455,0.030031958066499023,1.5346704259400212e-05
322,0.028055299636027455,0.030031958066499023,5.75790700523271e-05
323,0.028055299636027455,0.030031958066499023,1.0169950009242257e-05
324,0.028055299636027455,0.030031958066499023,1.681691950317088e-05
325,0.028055299636027455,0.030031958066499023,1.0169950009242257e-05
326,0.028055299636027455,0.030031958066499023,0.00015738405109999576
327,0.03345754072734991,0.035827033042607724,1.4727562053451493e-05
328,0.03345754072734991,0.035827033042607724,0.00012795745317362162
329,0.03345754072734991,0.035827033042607724,1.4727562053451493e-05
330,0.03345754072734991,0.035827033042607724,1.61414203798671e-05
331,0.03345754072734991,0.035827033042607724,1.61414203798671e-05
332,0.03345754072734991,0.035827033042607724,1.61414203798671e-05
333,0.03345754072734991,0.035827033042607724,1.61414203798671e-05
334,0.03345754072734991,0.035827033042607724,3.436081281193992e-05
335,0.03430931082292461,0.03675166325011116,1.5963764528947877e-05
336,0.034435497778419935,0.03689942883852951,2.494531566288316e-05
337,0.0344459832136266,0.03691066453046085,1.278512078428662e-07
338,0.034126721763812644,0.03658105486927753,2.4953600697763534e-05
339,0.034126721763812644,0.03658105486927753,1.5314692079826386e-05
340,0.03419972225442383,0.03665930544167628,8.461353360189605e-06
341,0.034126721763812644,0.03658105486927753,8.466721812538935e-06
342,0.034126721763812644,0.03658105486927753,8.466721812538935e-06
343,0.03423591304031661,0.0366980990126323,1.2669411031396294e-07
344,0.034031084945957184,0.036491013441175786,1.9849198425347936e-05
345,0.03418215414646281,0.03666554433016006,1.8394608739313867e-05
346,0.03419012150668831,0.03668664800165816,1.715108237654306e-05
347,0.03419012150668831,0.03668664800165816,1.7373591898461882e-07
348,0.03419012150668831,0.03668664800165816,1.715108237654306e-05
349,0.03419012150668831,0.03668664800165816,1.715108237654306e-05
350,0.03419012150668831,0.03668664800165816,1.715108237654306e-05
351,0.03419012150668831,0.03668664800165816,1.715108237654306e-05
352,0.03419012150668831,0.03668664800165816,1.715108237654306e-05
353,0.03419012150668831,0.03668664800165816,1.7373591898461882e-07
354,0.03419012150668831,0.03668664800165816,8.42456252314605e-06
355,0.03419012150668831,0.03668664800165816,8.42456252314605e-06
356,0.03419012150668831,0.03668664800165816,8.42456252314605e-06
357,0.03419012150668831,0.03668664800165816,8.42456252314605e-06
358,0.03419012150668831,0.03668664800165816,8.42456252314605e-06
359,0.03419012150668831,0.03668664800165816,3.22766397182761e-05
360,0.03419012150668831,0.03668664800165816,8.42456252314605e-06
361,0.03419012150668831,0.03668664800165816,8.42456252314605e-06
362,0.03419012150668831,0.03668664800165816,1.456774931085647e-05
363,0.03419012150668831,0.03668664800165816,1.456774931085647e-05
364,0.03419012150668831,0.03668664800165816,6.464943167117099e-05
365,0.03419012150668831,0.03668664800165816,1.456774931085647e-05
366,0.03419012150668831,0.03668664800165816,6.464943167117099e-05
367,0.03420796323161273,0.03670579251451011,1.4564869758260102e-05
368,0.03420214461090426,0.03669954902270236,8.424987324673339e-06
369,0.03419012150668831,0.03668664800165816,1.456774931085647e-05
370,0.03419012150668831,0.03668664800165816,8.42456252314605e-06
371,0.03419012150668831,0.03668664800165816,1.456774931085647e-05
372,0.03419012150668831,0.03668664800165816,8.42456252314605e-06
373,0.03419012150668831,0.03668664800165816,1.456774931085647e-05
374,0.03419012150668831,0.03668664800165816,6.464943167117099e-05
375,0.03419012150668831,0.03668664800165816,1.456774931085647e-05
376,0.035167073811894156,0.03774786610843665,6.463403838807835e-05
377,0.03496731881930049,0.03753345173054622,1.3531774051500634e-05
378,0.03496731881930049,0.03753345173054622,8.327157150489484e-06
379,0.0351880580339813,0.03778334089043954,1.3470756194067235e-05
380,0.03537983778524758,0.037989265332621903,7.946386478607792e-06
381,0.03537797238811664,0.037987262353451574,7.9453342607394e-06
382,0.0351880580339813,0.03778334089043954,7.96799922397895e-06
383,0.035384425561618,0.03799419147985318,1.3453055991874407e-05
384,0.0351880580339813,0.03778334089043954,7.96799922397895e-06
385,0.0351880580339813,0.03778334089043954,7.96799922397895e-06
386,0.0351880580339813,0.03778334089043954,7.96799922397895e-06
387,0.03537965936597366,0.0379890737541513,7.94575756657423e-06
388,0.03536061224867073,0.03796862181979645,7.946954916349114e-06
389,0.0351880580339813,0.03778334089043954,1.3470756194067235e-05
390,0.036119240938691836,0.03879651003853084,7.858757228973445e-06
391,0.036119240938691836,0.03879651003853084,1.25574723242039e-05
392,0.036119240938691836,0.03879651003853084,7.858757228973445e-06
393,0.036119240938691836,0.03879651003853084,7.858757228973445e-06
394,0.03615279132130465,0.038832547284718015,1.2559501506359538e-05
395,0.036119240938691836,0.03879651003853084,6.455169756947043e-05
396,0.036119240938691836,0.03879651003853084,1.25574723242039e-05
397,0.03667411336344904,0.039406036742584444,6.459296692895578e-05
398,0.03667411336344904,0.039406036742584444,1.1782397798754118e-05
399,0.03667411336344904,0.039406036742584444,1.1782397798754118e-05
400,0.03687045650866074,0.03961700589525448,1.1769635612779439e-05
